5.0 out of 5 stars,"Bought my first one of these speakers two and a half years ago, to use with a Raspberry Pi 3B.  I recently added a new Pi 3B+ system to my stable, and have just ordered one of these speakers to go with that Pi, as well.For their size, I like the bass these speakers deliver, and I appreciate that there's is a bit of heft to the devices.  They stay put and don't dance around on a desk vibrating.  The volume is impressive, and without distortion.I've not pushed the battery to see how long it would actually hold up until fully drained - I think the longest I've ever used it ""unplugged"" is about 3-4 hours.  But during that time I noticed no drop in volume or performance.  Pairing is straight forward, and the range covers my entire apartment.Very happy with this speaker, and look forward to receiving the additional one in a day or two.
            "
5.0 out of 5 stars,"Do not listen to the negative reviews, that is either user error or a fluke. Now, I will admit I just got this, and immediately upon seeing its size and weight I thought it was going to be cheap crap. I can’t speak to battery life yet or longevity, and I will update if needed.But let’s just say, sometimes good things DO come in small packages. Seriously, it’s not even as long as my stretched out hand (I put it next to my standard sized men’s wallet to illustrate). In the past I’ve gotten $25 Bluetooth speakers with good reputations (like the “Venstar Taco”) and found the audio quality to be terrible. I’m an audio guy, I have a nice turntable and stereo and I know what I’m looking for.Audio quality:I was astounded that this little thing could put out sound as crisp, clear, present and balanced as it does. My last good sounding bt speaker was 3x the size. For its size & price, it sounds amazing. I tried it with punk, metal, acoustic, alt rock, hip hop, and stand up comedy. It sounds great all around.IF YOU ARE A BASS-HEAD AND WANT A TON OF THUMP, this probably isn’t for you. The audio quality is great, and it’s got some punch in the low end (Queen “Another One Bites The Dust” sounds awesome, but hip hop sounds kinda tame and weak)... But I recommend you look for another oontZ with a bass boost because the sound IS good.Is it loud? It’s KIND OF LOUD. I had my phone up all the way (minus one notch) and the speaker maxed out. It did not distort for me at all, and it was as loud or slightly louder than I need it to be (I want a speaker for showering, doing things around the house, cooking etc). Would it work outside, probably if it’s close by. Could you hear it while sawing wood? Probably not. But I’d imagine it’s comparable to your average similarly priced CD player boom box. I also listen to hard rock and like it loud all of the time, I go to a lot of concerts so I like being overwhelmed by sound. So, it’s decent.Does it pair to your devices easily? Yes. It paired to my iPhone immediately, no hassle. Then without disconnecting my iPhone, I pushed the Bluetooth button on the side and my MacBook recognized it immediately and connected just a couple seconds later. There was no “I have to go to settings and disconnect my phone first, then go through a connect process again with another device”, it’s quick and painless.I definitely recommend, and I would buy this again.
            "
5.0 out of 5 stars,"My laptop speakers are not the best and that really messes up the netflix quality which we all know is a vital component to a happy life. So I purchased the Oontz angle in hopes that this bluetooth speaker could hook up to my laptop and allow me to actually hear what Michael Scott was saying rather than guess. This speaker works amazing. It's so so so nice to be able to hear every thing, the quality sound is so high it amazes me it's coming from this little portable speaker. I highly recommend this product. It won't let you down.
            "
1.0 out of 5 stars,"As with many items I purchase, I look carefully at the customer reviews on Amazon.  In this case, I was snookered!  After using this speaker for about a month, I have come to the conclusion that there is no way almost 36,000 people would give this 4.5 stars; something is amiss.  I should have followed the adage of ""if it's too good to be true, it probably isn't"". In this case, the reviews are not close to reality.I purchased this speaker hoping to save a few bucks over the cost of another speaker like the Wonderboom speaker another member of our family has.  I was immediately disappointed in this OontZ Angle 3 for two reasons.  Most importantly, the sound produced by the speaker is no better than the sound produced by my I phone 8.  There is very little base sound and ""tinny"" overall sound is VERY disappointing. I don't consider myself a sound aficionado, nor do I consider myself a speaker snob; I just want a good full sound from a speaker.  Also, this speaker's volume is only able to be controlled by the phone so if the phone is not immediately available, there is no way to lower, or increase, the volume.Save yourself don't waste your hard earned money on this lame excuse for a bluetooth speaker.
            "
5.0 out of 5 stars,"Bought first one in October '17 & really loved it so bought another in November (for a gift)and yet another  in Feb 2018.  Unfortunately we never unboxed the one that we bought in February of 2018 until three days ago which is March 25th 2019. It has been in the original packaging on the file cabinet in the spare bedroom. Not exposed to any kind of heat or moisture.  This one is identical to the first one that we bought except that it makes a high-pitched staticky buzzing noise anytime it is paired with any device or even if it is plugged in via the jack & all bluetooth on all devices are off. Cannot get the buzzing to go away. Have tried everything:Full chargePair bluetoothUnpair/delete & re-pairUse jack wire instead of BTMove devices closer togetherMove devices farther apartHigh buzzing noise is present with or without audio playing .The first 2 we bought were okay but the third is a bummer.Not gonna buy anymore of these speakers.:(Splash resistant,  triangle design is perfect: set it on a shelf, scaffold,  backpack, in your car.  Won't roll around won't tip over, and has rubber no-slip ends. Form & feel is googd.
            "
1.0 out of 5 stars,"The problem with most reviews are they're written when the items are new. After a few years this speaker battery is dead with only a hour of use. Was satisfied up until now. Maybe for some a few years is enough but being from the old school I don't throw things out as soon as a new model comes out.
            "
2.0 out of 5 stars,"I bought the speaker last June as I just started shopping online. I noticed a problem as I charged the speaker - the connection between the cord and the speaker was very loose, basically it cannot stay connected, I had to use something (e.g. a pillow or a book)  to hold it to stabilize it to charge it. As showed on the picture, the cord cannot stay straight, it tilts down.Since I wasn't an experience online shopper at the time, I just decided to continue using it that way. Until this Thursday, it cannot be turnned on completely.I liked the quality of the sound, that's why I gave two stars instead of one, but no matter how much I loved the sound, I'll have to shop another one after only one year of using it along all the troubles I had during this time.Was it only my bad luck? I rely on customer reviews heavily so I decided to share my experience here. It is a real feedback from a real person, not from a competitor who trying to trush this product.
            "
5.0 out of 5 stars,"Husband being a Tractor trailer driver, we have gone through way too many speakers to not only find one LOUD enough to hear over the truck but last longer than 3 hours battery! Or have one that does those things last longer than 2 months. So far this one is not only Loud and clear enough to hear over the truck but it STILL works  going on 6 months! I know that doesn't seem terribly long but I swear in this day and age where they cheep out on materials so things won't last, It  is nice to find something as rugged (Has been dropped far and thrown pretty good, surrounded in  dust...) and great quality as it actually claims. Would definitely buy again! Actually I actually came on to get myself one for around the farm! So yeah we would recommend.  :)
            "
4.0 out of 5 stars,"Well, what's not to like about this little, powerful, tuff son-of a-gun speaker??? I waited a long time to review this little dynamo and I just get more and more impressed with this wee guy!!! I live in the country and carry this speaker everywhere with Alexa pouring out tune after tune. Probably drives my neighbors (multiple acres away) with the extreme quality these little speakers (there are two) pour out!! I have dropped it more times than I can count, my dog has run off with it and shook it (all the while playing George Strait at top volume), then thankfully brought it back. Stuck in the window when it's raining, it never gives up-cat has swatted it around and I even take it into a humid post-shower bathroom. Alright, I never intended to abuse it, but it's my only music speaker, but not sadly, this little thing rocks! The battery stays charged for days if you turn it off at night and even if you don't and it dies-just plug it into the charger and it play immediately-and charges at the same time. I have plugged it into my laptop for MP3 tunes....phenomenal. I keep thinking, I should get another one, but this little thing plays so well, I have to turn it down just to realize someone has come over to visit! Oh, don't have Bluetooth so couldn't comment on that. Just the best most mobile-throw it in your pocket on the way outside- speaker.***Update: I guess it's Murphy's Law but I just wrote this review last night and this morning it will not work with Alexa (the volume will not increase). Thought it was Alexa, but tried it on the laptop and it worked for a few minutes then turned itself off. It is fully charged but will not stay on and will not play more than a whisper on Alexa....figures, only eight months old. Thought this was the exception. Bringing it back to only four stars from five. Sorry everyone.
            "
1.0 out of 5 stars,"Audio kept cutting out although the speaker was fully charged and followed the trouble shooting procedures. Attempted to reach customer service several times and they never got back to me.  Apparently they don’t really have a customer service department although they pretend to have one.  I am returning the speaker.
            "
1.0 out of 5 stars,"Our experience with this groovy looking little device serves as a reminder that product design -- look, feel, etc -- says nothing about what is going on inside. We have been able to get this device to connect to 1 of 7 devices in our home. One. I bought for my wife and she must drag a sound cord around with her to connect the speaker to her computer. The crazy thing is this: We bought this to replace a $20 JAM Bluetooth speaker that has mediocre sound, but it connects to EVERYTHING instantly. Maddening. We back to square one. Still hunting for a Bluetooth speaker under $40 that works everywhere. :(
            "
3.0 out of 5 stars,"I had spoiled myself with a expensive JBL speaker for years when I listened to music often.  But, my time listening has come down over the years, and my son asked if he could have it. Now I've retired, and have more free time. I didn't want to spend a fortune on another speaker again. this prompted me to this purchase. This is good for a younger kid that hasn't learned to take care of things. You get what you pay for. Has no warm tones that a enjoy. If you are like me steer clear. found a great speaker for twice the price and no where near the price of speakers like JBL'S. Hope this is helpful. the one I purchased is a Anker Sound core Pro 25 watt. Giving this one to my Grand Daughter
            "
5.0 out of 5 stars,"First off, it's well-packaged -- cleverly boxed, secure enough for shipping, but not difficult to open. Second and perhaps even more surprising, the instruction pamphlet (a) exists on paper, (b) is written in English by someone who's obviously fluent in English, (c) makes sense from beginning to end, and (d) isn't really even needed, as the set-up is mostly intuitive. I'm a little flabbergasted how easy it was to set up this device. From signing for the delivery to singing along with the rock'n'roll took about ten minutes.Most important, though, is the sound, and I had my doubts. I work 13-hour shifts and wanted to hear my tunes in a *loud* workplace, before and after my 9-5 colleagues go home. But my desk is only about 15 feet from the roaring HVAC unit that makes luxuries like *thinking* and conversation with coworkers difficult.Well, to my honest surprise, this affordable and silly-named ""OontZ Angle 3"" delivers. It puts out sound that's clear and foot-tappable. and even at 100% volume, there's no distortion. But I had to turn it down; it was too loud. It's now set at about 75% of its maximum volume, and that's enough to defeat the HVAC, even when I'm at the distant end of the room. I'm planning to buy a second unit for my home.PS. I can't rate the battery life, as I'm keeping it plugged in and charged 24/7.
            "
4.0 out of 5 stars,"Yeah, I expected a device which I presumed would be about 7 or 8 inches across.... is 5.3 inches across (from the manual). I hadn't looked for dimensions before I placed the order, so be advised. So, from the small size, I don't get much stereo separation.I've powered it on and paired it to Ubuntu 18.04 64 bit, this took about 15 seconds start to finish using Blueman and choosing this as an Audio Sink. Pairing was very quick and easy, the first pairing was the only attempt because it was successful.Listening to DJ Basilisk - Circadian Rhythms and Heliocentric. So, how is the bass response? Low frequency roll-off is substantial, despite designer efforts for good bass (bottom surface is a PASSIVE bass radiator... openings are over half of the bottom surface area). Very strong high frequency output. This device will need substantial EQ work. Total peak sound level is high, but at that level, the distortion is also high.Can't speak to battery life, I'm testing it using the charge which  it had from the factory. It is labeled for 5V 1 Amp, comes with a USB to Micro cord of about 18 inches. This Oontz does not come with a charger. Manual claims 6 hours to fully charge and 12 hours play time at 2/3rds volume.Water resistance is IPX5, which the manual says is splash resistance only, no puddles, do not submerge.Manual does not describe any other uses than as a stereo speaker.""Crystal Clear Stereo Sound"". Uhhh, no. Very little channel separation, left driver is 3/8"" from the right driver, my ears are spaced further apart than that. Each ear hears both left AND right.Is it worth the money? Yeah, I think it is, but my only other BT speakers are about the same SOUND quality and 2/3rds the price.
            "
1.0 out of 5 stars,"I got the speaker because I listen to either music or stories all the time, working in the garden, taking showers , at the beach. I got it for Christmas this year and loved it until a month ago when it's simply stopped working. The red and blue lights indicate it is taking a charge. But it will not connect to my phone anymore. It's hard to believe that at only 4 months old oh, the manufacturer wants no part of replacing it. So if you're lucky and yours works you'll be very happy. If you're like so many of us other ones, it's going to stop working and you're going to be sad like me
            "
1.0 out of 5 stars,"Quit working in a very short time. Worked good for a couple times, while showing to a few friends. Never used for a extended period. Then tried to turn on one day , nothing,blue charging life would not even illuminate. This is my second electronic device from china, and they both quit after a short period. I believe devices are engineered to burn out in a short period. Most electronic devices in my experience last forever. American made always used to last forever!!!. One star is too is too many !!!!!!!!!!!!!!!!!!!!!! Do not believe the 4 and 5,3,2, star reviews.  30,000 is a lie,
            "
4.0 out of 5 stars,"Great size, easy to connect, no tech issues or errors.  Overall, the sound is great and this speaker gets loud without any problematic distortion at high volumes. I found the mids a bit too strong (though they are clear) and the bass to be lacking. The treble seems about right - perhaps a bit bright but definitely not harsh.  I'm not sure how people can say this thing has good bass, even for its size.  I was not expecting much bass at all from this speaker given it's size, but there are comparable speakers out there that do have more bass (e.g. jbl core, anker soundcore). However, those speakers come at a higher price point and often the sound is more directional and fire sound forward, not up or 360 degres around. Plus, the bass in other speakers often comes with more distortion at higher volume levels.  For this speaker's intended use for me, I'd rather have clear, loud sound than more bass that sounds bad when cranking the volume up.The build quality on this unit is just great.So overall, for the price, I'm pretty pleased. I didn't want to spend too much money on a speaker like this.  If it somehow had a touch more bass I'd give it 5 stars.
            "
5.0 out of 5 stars,"I am skeptical of any claims of high quality audio from basically any Bluetooth speaker but I needed one and came across this one and gave it a shot. While it lacks the power and obviously size to reproduce high fidelity audio it does a surprisingly good job considering the odds stacked against it. Definitely one of the best Bluetooth speakers in this price point which is pretty reasonable. Is it a couple hundred dollar Bose or something along those lines? No but for the price its a dang good little speaker.Update 8/24/19Our first one is still going strong and we have purchased a second. The sound quality definitely is better when using the 3.5 mm connection but the volume definitely seems lower. Unless you need the extra volume because of an overly noisy environment I would suggest trying the speaker this way. Still happy with our purchase which is why we picked up a second.
            "
5.0 out of 5 stars,"This is a seriously awesome speaker! We live in florida and spend 90% of our weekends at the beach or by the pool. We had one of those old speakers where you have to plug your phone in and I was getting sick of not being able to use my phone when at the beach/pool because it was plugged in. This was the perfect solution! Not only can I use my phone no because it's bluetooth. BUT it's waterproof and sand proof. No more crackly speakers this one has super clear audio and can get really loud too! Can you tell I'm not a tech nerd :) I don't know much about technology but for me this was such an awesome solution. Also really love how quick my phone can connect to it. Took like 15 seconds for me to figure out how to connect it! Because it's waterproof we can leave it on our patio all the time too. We obviously have super high humidity and torrential downpours all the time so I don't have to worry about this. When we're ready to party all i have to do is turn it on and put the play list on! Plus you seriously can't beat the cost!
            "
3.0 out of 5 stars,"It was becoming quite tedious to unplug and plug my speakers every time I wanted to listen to music in another room. Therefore, I wanted a wireless speaker that I could easily grab around the house, for when Im taking a shower, cooking, working, etc.This speaker does the job. However, the sound quality is nothing to boast about, its basically louder and slightly better than my cellphone (I have an iphone5), which is not great for a speaker. Anytime I play anything with something of a bass, or high note/pitch, these speakers do not play it super well and there is slight distortion.My other speaker which was not wireless where just basic desk top speakers, and somehow the sound played better out of them..In essence, this speaker does the job. The ease of moving these around and the ok price tag, makes me keep them and accept the sometimes distortion of sound.
            "
5.0 out of 5 stars,"It's roughly the size of a 6 week old Persian cat (smaller breed) or a 4 week old Scottish Fold. This baby purs but not the sound of a fur ball enjoying the warmth of your lap. The Oontz Angle 3 plays mostly music. Pretty manageable in general, solid range, dexterous, and holds up well in sunlight. I put this bad boy in the bottom of my tub filled with water for over 12 hours. Well it didn't work after so I bought another and tried 8 hours. That one also broke so I bought a third and tried 6 hours. Same thing so dropped it to 4. This time it held up and worked after so I tried 5 and it died. Drew the line below 5 above 4. So there's your marker if you are looking to drop it in the lake for a bit although I'm not sure why you would want to do that. If that is your goal maybe find an under water speaker and don't rely on this you weirdo.
            "
3.0 out of 5 stars,"I like this speaker.  I bought it because it was cheaper than similar speakers.  It's a good looking portable speaker and it doesn't draw a lot of attention to itself.  I think I generally get 8-10 hours of play time from it, depending on how loud I have it set.  This is enough playback time for me.  It feels light and well built. Connecting via bluetooth is easy and simple.  The reason it receives three stars is sound quality.  It can be a little muddled at mid-volume.  I'm not looking for perfection from a small, cheap speaker but my old Bem speaker did a better job at moderate volume.  Granted, this is all based on personal preference so it might sound fine to you.
            "
1.0 out of 5 stars,"I bought this in July, and was initially very pleased with the sound, either cabled or bluetooth, the portability, and toughness/waterproof characteristics.  So, after a few months, scratch the ""toughness"" aspect, because like others have noted, and with SO many other products out there, the USB port is mechanically flimsy and after repeated use fatigues and fails.  Why Cambridge Soundworks, like so many other manufacturers, insist on employing USB when all it's used for is power, is beyond me.  Great sound and battery life for the price, but if it's only going to last 3 months I would expect Cambridge Soundworks to take some heat for the number of these things that will be littering the landfills in short order.EDIT:  From 1 Star, to 3.  Based entirely on the response and support from Cambridge Soundworks. (see the comments to this review).  Cambridge Soundworks acted quickly to this issue, and offered a replacement unit.  I received it less than a week ago.  3-Stars from 1 is a good bump.  But the replacement unit has the same somewhat flimsy USB port for charging the unit, so I'm withholding a better rating until I see how this one holds up.  I also asked about disposal of the original but haven't rec'd. an answer to that question; if these thing are basically disposable that would be horrific, since I'm pretty sure that whatever these are made of has no business being in a landfill or the oceans.
            "
4.0 out of 5 stars,"Have only had this speaker one day so I don't have a lot of run time with it.  Here's what I've discovered.  I've tried it with my MacBook Air, iPad, iPhone and HP Spectre. The Bluetooth function pairs quickly with all of my devices.  I also have a Bose SoundLink and the OontZ connects even quicker.  The problem I have is when using it with my MacBook connected to an external monitor.  Then the Bluetooth not only sounds awful with a lot of static, it also interferes with the signal and cuts out the video.  However, if I use the 3.5mm audio cable, it works just fine. The reason I bought this is that MacBooks cut out the sound when using an external monitor.  So you need a speaker like this.  I'm OK with the cable,  just would have preferred using the Bluetooth.It appears to be well constructed.  Haven't run down the battery yet to see how long a charge will last.  It's very easy to set up.  I like it's small size - doesn't take up much space on my desk.  The sound quality is very good for a small speaker - not as good as the Bose, but certainly adequate.  And for the price, it's a pretty good deal.I'll update my review after I get more experience with the speaker.Update March 20, 2019I've now been using this speaker for about 3 weeks and have seen no significant changes.  It works well in Bluetooth mode with all of my devices except my MacBook Air where it has a lot of static.  It does work just fine with the MacBook Air when using the 3.5 mm cable. I've tried it with my wife's MacBook air and my daughter's MacBook air and get the same static in Bluetooth.  So, it's not just my computer.  Other than that, it's a good value for the money.  Seems to be holding up well.  After three weeks of constant use, I still have not had to recharge it.  So, battery life is great.
            "
5.0 out of 5 stars,"Nice sound with a very nice bass, considering what it is. Sturdy and water resistant design. Good battery life. Controls are power, volume and pause/play. To skip a song, you will have to do it at the sound source.Notes:1) Water resistant means: splash resistant,  do not submerge in water.2) Can not be used to charge other devices.3) Will play while charging.4) I tested id about 30' away from the source and it works great.5) When an incoming call comes, the music will pause and will resume after the call is ended.6) Comes with an audio aux cable and charging cord.7) For the size and price the sound quality is outstanding. Want a huge sound? Get a home stereo.8) Can be used anywhere as long as you have your Bluetooth streaming device nearby.9) If shooting, cutting wood, driving a truck with open exhaust, riding a racing boat or flying a Cessna, you may not hear it clearly!10) No Bass/Treble adjustment but you should be able to do that in you device.Love it!
            "
1.0 out of 5 stars,"I have had this speaker a little over a year.  After a period of time (6 mos)., it would not connect to anything, so I stopped using it.  I tried it again after a few months, and it worked.  A few months later, same thing.  I went through the ""hard reset"" steps listed on the manual and got it to connect, but no audio (I could use the Play/ Pause button on the speaker, but that was all).In general, I think I got what I paid for: a cheap, low-quality speaker that sounds pretty good when it feels like working.
            "
5.0 out of 5 stars,"I ordered this and everything was perfect.I used it on top of the showcase when we had mini parties and when I cooked. Great sound and battery. Recently. I tried using it around Christmas and the sound was terrible, like mono. So I figured it was the batteries because it was very low. I fully charged it, and tried again twice, but the battery does not charge very well and even when the battery is charged, it doesn't last. The worst part, the speaker sound is officially busted. It sounds like something from the intercom system back during the war times as seen in movies. The only time I brought it down from the showcase is to charge the batteries, which I would say is no more than a handful because battery did last really well on one charge, and I use it like once a week or every other week for maybe half hour at most. Now it doesn't even charge well and the charge doesn't hold past half hour. Very disappointing because I really liked this while it lasted. I bought this in the summer so it lasted me about 6 months before the speaker busted. Two stars because I did love it before it died.***Update:I just want to say customer service is EXCEPTIONAL. I wish I had reached out to them before I left a poor review, but they reached out and replaced my speaker. I have not yet used it, but I am sure it will be fine because like I said in my previous review, I had loved the speaker even before it died. Thank you so much for following up. A 5-star review is well earned.
            "
4.0 out of 5 stars,"I wanted this to play audio from my Alexa Echo dot and it does. It was a little tricky connecting it the first time but after that as long as you pair it with the Alexa command and then start playing the audio it works good.  I paired it with my phone too but tried to raise the volume with the plus key and it skipped to the next song.  I don't like that the power button is invisible and hard to find.  I don't like that you can't tell how much charge it has left.  I wish it had like 5 dots that lit up and went down for every 20% of power left.The sound is very good, even loud it's not distorted.  I like to hear news channels from Tune in when I'm in the shower and my bathroom has a fan that turns on when I turn the light on and I can barely hear my tablet when that happens, but with this I can hear it even when the fan and shower is running.  It's also good that it's splash proof in case I drip on it while I'm toweling off.  I also like that you can turn it off and then Alexa disconnects and I can hear the audio in my living room thru the echo dot.
            "
3.0 out of 5 stars,"This angle 3 pretty much lives up to the description. The sound quality is excellent, the battery is great, and I like the style. Unfortunately, they put the audio-in port right next to the power port. This means if you're using your unit in analog audio mode AND you're charging, you get significant output noise, even when no audio is playing. It's a real bummer. To make the line noise go away, either don't charge the unit, or use only bluetooth.Speaking of bluetooth, this unit does not play well with non-premium brand bluetooth. Yes, it's great for iPhone. But, for Android and PCs with bluetooth, audio quality may stutter, and connectivity may suddenly fail.Really, the OontZ Angle 3 is meant to be used with premium equipment. I would have eliminated the audio in aux port, and simply required the latest bluetooth without any version compatibility fallback. For those of us who want to use an Oontz in a desktop PC environment, we should look elsewhere.
            "
4.0 out of 5 stars,"So caught this little guy on a flash sale for a killer price, but that isn't the best part.I own 5 or 6 BT speakers Altec...Sony...Bose.For the price this little guy is great.  It's about the size of a 16 Oz beer can but aside from my Bose (triple the price) has the best sound volume wise, great base projection and looks really good.It has rubber stripping on the bottom to prevent it from sliding or the base from vibrating it across a surface.I can't speak to the accuracy of the stand alone battery time as it is connected to my echo Dot in my office and is always wired in 24/7.  You can get the Amazon basics small black speaker and it's pretty good for 20 bucks, poor quality on the high end for sound and little to no low end base to speak of...but still good.This however is a great purchase for the money. It's not water proof so if you want that buy and Altec....Life Jacket is a solid purchase and has crazy battery life not to mention has a construction of a fall out bunker....but is also about 3 to 4 × as much money.Sooo in closing if you want a good medium range speaker for and office or garage get this little guy you won't be sad....that being said it better not break in a week.****Update the sound comes out at about 25 to 35% higher and clearly better quality when connected through BT. Whether that is a product of a poor quality AUX cable or just by design. You want the most POW....go BT for you connection.Cheers.
            "
4.0 out of 5 stars,"I bought this on a whim because I needed a wireless speaker but I didn't want to spend a lot of money and this speaker really exceeded my expectations. The battery lasts quite a long time especially if you're not at full blast. The sound quality itself all the way up from low to high is really good. It isn't the loudest speaker in the world, I tried to hear it over my snowmobile and it wasn't happening but I wasn't expecting to be able to either. The only reason I didn't give it 5 stars is because it's annoying to tell whether or not it is on or off making Bluetooth connection a hair frustrating. Sometimes it makes a on noise sometimes it doesn't. But other than that it is a great little speaker for in the woods, working on a car, or at work. Oh and I was able to hear it pretty well at a large skate park but there were only a handful of people there making noise. And I've had this speaker for a few months now so I am not just getting to use this thing like many of the reviews here
            "
5.0 out of 5 stars,"This is an excellent speaker for listening to audiobooks. The sound quality is rich and deep, which helps you hear the voices even if they are muffled or high-pitched. The buttons are soft and easy to push and locate. It also has a decent speaker phone. The small size and flexibility (horizontal or vertical) make it easy to set anywhere as I move around. Since the the volume between the speaker and the phone are independent there is a great deal more flexibility with volume. It can be very loud when I’m gardening. And very quiet when I’m falling asleep. The sleep timer also comes in very handy. After the timer turns off my audiobook, the speaker turns  off after 15 minutes of no activity. Awesome!  It’s very comfortable to carry around. I also love that it’s Bluetooth connection signal is quiet and pleasant. The water resistance is also very handy if I need to touch it while doing the dishes. I highly recommend this speaker for audiobook listeners!
            "
5.0 out of 5 stars,"Sounds great, battery last for many hours, and it can play while it is charging. There are days where I start playing music when I wake up in the morning and I don't need to start charging it until dinner time or later. I've used it outside while working in the yard and the sound projects a surprising distance considering the size of this thing, and with no distortion! To reiterate that last point, this thing can get LOUD, especially indoors. No problems with the Bluetooth pairing, very simple to manage. Bass is directed downwards and seems to reflect off of whatever it is sitting on, so you will get better sound when placed on a hard surface. When on a hard surface, the bass sounds quite good for the price of this thing. You definitely lose out on some audio quality when this is on soft surface like a couch/bed or in your hand, it is very noticeable when you place it on a proper surface. I would recommend this to anyone looking for a quality Bluetooth speaker at a very reasonable price.
            "
3.0 out of 5 stars,"I purchased this to go with an Echo Dot. The Bluetooth works great, the sound is clear, and the battery lasts a long time. But other reviewers' claims of good bass response are crazy talk. I guess compared to a cell phone that may be correct, but even compared to a normal Echo (not Dot) this thing is weak in the bass department, to the point that I find listening to it really annoying and unpleasant. The thing is, it shakes and vibrates like it's really working hard, so I even went so far as to open it up to verify that the speakers hadn't been wired out of phase, but nope they were wired correctly. I'll probably add a woofer output jack, but in reality I'll probably end up giving it to Goodwill.
            "
4.0 out of 5 stars,"I bought this speaker hoping that it would have good Bluetooth range and it didn't disappoint. I'm able to move it freely around the house and even outside on our patio and it stays connected ( specs state up to 100 ft. range). This is a lot better than another speaker I have which disconnects frequently at very modest distances.I like the shape and the sound quality is quite good considering the price. Connecting to my PC or smartphone is simple and the volume is very good as well.It would be a five star item except for a couple of things. While I understand the effort to make the speaker water resistant the small rubber ""press in place"" cover over the USB charging port is a bit fussy to press into place and stay there. Also, the waterproof on/off membrane switch seems like a delicate thing that could prove to be a weak point going forward. Time will tell. All in all I am delighted with this speaker and I believe most buyers will be as well.
            "
5.0 out of 5 stars,"I've had this speaker for almost two years, so why am I reviewing it now? Because it is a BEAST.We had a wiener roast last October, where I used this to play music from the edge of the porch. Since we haven't had any outdoor parties since then, I forgot that I'd left it out there. I came across it today. That's right. This thing survived SEVEN MONTHS outside—including a harsh Ohio winter. It doesn't look great now, but I just charged it up, and it works perfectly! So impressed.
            "
5.0 out of 5 stars,"Holy crap this speaker is loud. I really underestimated this device. My hubby has a JBL flip and I wanted one just as good. My bestie has this speaker and like the way it sounded so I bought it for myself. Well it came today and I must say I am truly impressed. It's just as good as the JBL flip. My hubby even said so. He is a stickler for sounds. I know it's great if it passed his hearing. I haven't had it long so I'll definitely update once I've put it to good use. As of right now I'm in love with it!!!🤗🤗🤗😎😍😍😍😍😍😍😍🤯
            "
5.0 out of 5 stars,"I love this little Bluetooth speaker! Oh My!! I was not expecting it to work so seamlessly and sound so great. This is small and compact so I can use it in my car or when working from my laptop to listen to podcasts and music. Its perfect. It pairs effortlessly with my phone. It's small and light to carry around. The indicators work as you would expect. At this price point this is almost perfect. The only critique is I wish I could have bought 2 to pair together to get a stereo effect with music. I bought this for my car (which has no bluetooth) and I bought two Aomais Sport II for my home office. I love the OontZ better than the Aomais for ease of use and pairing. I have had trouble pairing with the Aomais and though I like the sound prompts of the latter,, it is really annoying to hear ""charging"" repeatedly when I'm trying to use it while charging! Why would they design a prompt like that? So OontZ gets my vote hands down. And I must add I am not a techie by any means so these purchases were a leap of faith but I already am so grateful for the pricepoints that made me willing to try them--they are enabling me to listen to podcasts and music wherever I am in my home.
            "
5.0 out of 5 stars,"I use this exclusively in the shower in my small bathroom.  I purchased this to replace a speaker that I have had for about 3 years. It was a small 5-watt outdoor speaker from Aukey that had since been discontinued. The battery life started to deteriorate, so I started to look for a slightly better sound on a budget, and of course, better battery life.  After some research I settled on the Oontz.  This speaker more than fits the bill!a) SOUND: The sound is fuller than my previous speaker, doesn't distort, and with 10 watts of power, it is LOUDER (especially in a small room, i.e. bathroom).b) BATTERY: The battery life is phenomenal! I know I only use it for about 25 minutes a day, but I love having to charge it only once a month at most. The remaining battery charge conveniently appears in my phone's Bluetooth settings which helps me keep track of it.c) WIRELESS RANGE: Big improvement over my previous speaker.  The Oontz has a 100 foot range (unobstructed); I can keep my phone charging in one room while playing music in the shower.  I couldn't do this reliably before.d) CONTROLS:  Button layout works well.  The volume and track controls share the same 2 buttons but it's a simple matter of press vs press and hold.  Play and pause are on the same button as well.  You have one button for phone call and Bluetooth controls: answer and end calls (with one press), reject calls (press and hold) and pairing mode (press and hold).  You have a dedicated power button and it is alone on another side of the speaker (with the auxiliary input jack and charging port), you will not accidentally power the speaker off when trying to operate any of the other buttons.  You have 2 LED lights, a red one by the power button and a blue one with the other controls.  These lights prove useful when determining the status of certain functions and features.e) FLEXIBLE: You can use this with any bluetooth device (wirelessly) or use it with any device with a headphone jack via the auxiliary input jack (wired).  You can use it while plugged into the charger, or not.  You can keep it plugged in without any detrimental effects to the battery (per the manufacturer) if you're interested in using this with an Amazon Echo Dot or the like.f) PRICE: All of this for a very reasonable price.  The same price, in fact, that I paid for the Aukey speaker I had previously.I was so impressed with this little speaker that I purchased one of it's big brothers, The Oontz Angle 3 Ultra, not too longer after!
            "
1.0 out of 5 stars,"Purchased April 30 2019Quit working 8 weeks later. I have no issue with product going bad but I DO have issue with support function.I did all troubleshooting tips first. Then on friday i requested assistance from support teamNo response from them so I RE ISSUED requst to pls contact me. Have heard Nothing for several days.
            "
